mergeid,time,consumption_homefood,consumption_outhome,country,educ_year,job,exret,gender,hhsize,int_year,partnerinhh,yrbirth,gender_Female,gender_Male,job_Employed or self-employed (including working for family business),job_Homemaker,job_Permanently sick or disabled,job_Retired,job_Unemployed,country_Austria,country_Belgium,country_Denmark,country_France,country_Germany,country_Greece,country_Israel,country_Italy,country_Spain,country_Sweden,country_Switzerland,country_Austria.1,country_Belgium.1,country_Denmark.1,country_France.1,country_Germany.1,country_Greece.1,country_Israel.1,country_Italy.1,country_Spain.1,country_Sweden.1,country_Switzerland.1
Cg-912092-01,2013,1.9608427209375785,162.4563447163635,Switzerland,17.0,Retired,62.0,Male,2,2013.0,1,1945.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-912092-01,2015,1.9710951104146488,187.2834625244141,Switzerland,17.0,Retired,62.0,Male,2,2015.0,1,1945.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-912092-01,2017,1.975098556202889,179.90464782714844,Switzerland,17.0,Retired,62.0,Male,2,2017.0,1,1945.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-915856-01,2004,1.9284694373109936,194.3256903123649,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1947.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-915856-01,2006,1.858079851229807,60.87538967802968,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1947.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-915856-01,2011,1.9019029593238337,121.6939828031457,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2011.0,1,1947.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-915856-01,2017,1.975098556202889,179.90464782714844,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2017.0,1,1947.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-929262-01,2004,1.832639833321852,64.77523010412165,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-929262-01,2006,1.8226556493285864,0.0,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,4,2007.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-929262-01,2015,1.7793107194209161,187.2834625244141,Switzerland,13.0,Retired,65.0,Male,2,2015.0,1,1949.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-929262-01,2017,1.8097168750880888,359.8092956542969,Switzerland,13.0,Retired,65.0,Male,2,2017.0,1,1949.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-955844-01,2004,1.9546284676434489,129.5504602082433,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1942.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-955844-01,2006,1.9194017694373688,0.0,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1942.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-959691-01,2004,1.7150975585338781,84.20779913535814,Switzerland,5.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-959691-01,2006,1.858079851229807,60.87538967802968,Switzerland,5.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-959691-01,2015,1.8162754852637464,46.82086563110352,Switzerland,5.0,Retired,65.0,Male,2,2015.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-959691-01,2017,1.8097168750880888,44.97616195678711,Switzerland,5.0,Retired,65.0,Male,2,2017.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-986384-01,2004,1.9284694373109936,194.3256903123649,Switzerland,5.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1942.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-988811-01,2004,1.7855205053095444,388.6513806247298,Switzerland,14.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-988811-01,2006,1.858079851229807,608.7538967802968,Switzerland,14.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-996112-01,2004,1.8677182137567807,77.73027612494596,Switzerland,13.0,Employed or self-employed (including working for family business),60.0,Male,2,2004.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-996112-01,2006,1.832404671507137,36.525233806817816,Switzerland,13.0,Employed or self-employed (including working for family business),60.0,Male,3,2006.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-996112-01,2011,1.8860492839600864,81.12932186876378,Switzerland,13.0,Retired,60.0,Male,2,2011.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-996112-01,2013,1.886233953656624,81.22817235818175,Switzerland,13.0,Retired,60.0,Male,2,2013.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-996112-01,2015,1.8899318630207067,112.37007904052734,Switzerland,13.0,Retired,60.0,Male,2,2015.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-996112-01,2017,1.8838404008240253,89.95232391357422,Switzerland,13.0,Retired,60.0,Male,2,2017.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ci-084609-02,2004,1.7855205053095444,16.193807526030408,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,3,2004.0,1,1948.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ci-090970-01,2004,2.133881122304731,194.3256903123649,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,3,2004.0,1,1945.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ci-090970-01,2006,1.858079851229807,182.62616903408906,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,3,2007.0,1,1945.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ci-426002-02,2004,2.2096543073401933,388.6513806247298,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,4,2004.0,1,1950.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ci-511268-01,2004,1.8677182137567807,194.3256903123649,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2004.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ci-511268-01,2006,1.9194017694373688,152.1884741950742,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2006.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DE-004153-01,2004,1.790335880924894,250.0,Germany,16.5,Employed or self-employed (including working for family business),63.0,Male,2,2004.0,1,1946.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-004153-01,2006,1.76779683736117,150.0,Germany,16.5,Retired,63.0,Male,2,2007.0,1,1946.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-004153-01,2011,1.8558181338804391,150.0,Germany,16.5,Retired,63.0,Male,2,2011.0,1,1946.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-004153-01,2013,1.8269026656007323,200.0,Germany,16.5,Retired,63.0,Male,2,2013.0,1,1946.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-009269-02,2004,1.8558181338804391,500.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-011507-01,2004,1.6473032557366176,60.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,1,2004.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-015844-02,2004,1.8558181338804391,200.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1948.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-017799-01,2004,1.76779683736117,200.0,Germany,13.0,Employed or self-employed (including working for family business),61.0,Female,2,2004.0,1,1944.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-017799-01,2006,1.7411295468056076,150.0,Germany,13.0,Retired,61.0,Female,2,2006.0,1,1944.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-017799-01,2011,1.8269026656007323,150.0,Germany,13.0,Retired,61.0,Female,2,2011.0,1,1944.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-023240-01,2004,1.8796299726944552,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1940.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-023240-01,2006,1.89980812774042,70.0,Germany,18.0,Retired,65.0,Male,2,2007.0,1,1940.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-023240-01,2011,1.8269026656007323,100.0,Germany,18.0,Retired,65.0,Male,2,2011.0,1,1940.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-023240-01,2013,1.8098036203900951,35.0,Germany,18.0,Retired,65.0,Male,2,2013.0,1,1940.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-023634-01,2004,1.6673892921414593,70.0,Germany,13.0,Employed or self-employed (including working for family business),68.0,Male,2,2004.0,1,1936.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-028383-01,2004,1.89980812774042,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1950.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-028383-01,2006,1.790335880924894,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1950.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-029020-01,2004,1.8558181338804391,0.0,Germany,16.5,Employed or self-employed (including working for family business),62.0,Female,2,2004.0,1,1943.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-029020-01,2006,1.7411295468056076,0.0,Germany,16.5,Retired,62.0,Female,3,2006.0,1,1943.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-029020-01,2011,1.6243607736485148,0.0,Germany,16.5,Retired,62.0,Female,1,2011.0,0,1943.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-035863-01,2004,1.790335880924894,250.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,2,2004.0,0,1947.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-039141-02,2004,1.790335880924894,50.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Male,2,2004.0,1,1948.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-040582-01,2004,1.76779683736117,80.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,3,2004.0,1,1948.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-041525-02,2004,1.8269026656007323,200.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1948.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-044509-01,2004,1.6673892921414593,100.0,Germany,16.0,Employed or self-employed (including working for family business),67.0,Male,2,2004.0,1,1939.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-044509-01,2006,1.8269026656007323,150.0,Germany,16.0,Retired,67.0,Male,2,2006.0,1,1939.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-044509-01,2011,1.8682531732300711,150.0,Germany,16.0,Retired,67.0,Male,3,2011.0,1,1939.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-044509-01,2013,1.8558181338804391,150.0,Germany,16.0,Retired,67.0,Male,3,2013.0,1,1939.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-044509-01,2015,1.8558181338804391,200.0,Germany,16.0,Retired,67.0,Male,3,2015.0,1,1939.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-051099-01,2004,1.5271796258079011,30.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1944.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-051099-01,2006,1.8558181338804391,200.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Male,3,2007.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-051099-01,2013,1.7725943240434965,120.0,Germany,16.5,Retired,65.0,Male,1,2013.0,0,1944.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-051099-01,2015,1.582587535887981,35.0,Germany,16.5,Retired,65.0,Male,1,2015.0,0,1944.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-051099-01,2017,1.76779683736117,20.0,Germany,16.5,Retired,65.0,Male,1,2017.0,0,1944.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-055719-01,2004,1.8098036203900951,200.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1945.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-056395-01,2004,1.7411295468056076,0.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-056395-01,2006,1.6673892921414593,0.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2007.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-056641-01,2004,1.790335880924894,50.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-064241-01,2004,1.6673892921414593,0.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-065581-01,2004,1.6673892921414593,150.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,2,2004.0,0,1948.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-065581-01,2006,1.76779683736117,200.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,1,2006.0,0,1948.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-065581-01,2011,1.7411295468056076,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,1,2011.0,0,1948.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-066669-01,2004,1.5271796258079011,20.0,Germany,8.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,0,1950.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-071540-01,2004,1.8558181338804391,0.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Male,4,2004.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-080819-01,2004,1.8269026656007323,100.0,Germany,16.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1948.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-086381-01,2004,1.790335880924894,400.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1946.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-086381-01,2006,1.611562712266506,0.0,Germany,13.0,Unemployed,65.0,Male,1,2007.0,0,1946.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-086381-01,2011,1.4775113193551406,0.0,Germany,13.0,Retired,65.0,Male,1,2011.0,0,1946.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-086381-01,2013,1.5271796258079011,100.0,Germany,13.0,Retired,65.0,Male,1,2013.0,0,1946.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-086381-01,2015,1.7086424843059955,0.0,Germany,13.0,Retired,65.0,Male,1,2015.0,0,1946.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-086381-01,2017,1.6243607736485148,0.0,Germany,13.0,Retired,65.0,Male,1,2017.0,0,1946.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-087194-02,2004,1.89980812774042,200.0,Germany,16.5,Employed or self-employed (including working for family business),60.0,Female,4,2004.0,1,1949.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-091824-01,2004,1.7086424843059955,50.0,Germany,8.0,Employed or self-employed (including working for family business),60.0,Female,1,2004.0,0,1948.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-101839-01,2004,1.9326447339160653,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,5,2004.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-101839-01,2006,1.790335880924894,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,5,2006.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-101839-01,2011,1.790335880924894,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,3,2011.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-101839-01,2015,1.7086424843059955,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2015.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-101839-01,2017,1.790335880924894,0.0,Germany,13.0,Retired,65.0,Female,2,2017.0,0,1950.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-107607-02,2004,1.8098036203900951,30.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1950.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-108290-01,2004,1.7411295468056076,100.0,Germany,10.0,Employed or self-employed (including working for family business),65.0,Female,2,2004.0,1,1945.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-108290-01,2006,1.8269026656007323,0.0,Germany,10.0,Retired,65.0,Female,2,2007.0,1,1945.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-108290-01,2011,1.7411295468056076,100.0,Germany,10.0,Retired,65.0,Female,2,2011.0,1,1945.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-109341-01,2004,1.6362353204949376,200.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1944.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-109341-01,2006,1.611562712266506,250.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,1,2006.0,0,1944.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-109341-01,2011,1.7411295468056076,300.0,Germany,18.0,Retired,65.0,Male,1,2011.0,0,1944.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-109341-01,2013,1.611562712266506,15.0,Germany,18.0,Retired,65.0,Male,1,2013.0,0,1944.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-113006-01,2004,1.6673892921414593,150.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1945.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-113006-01,2006,1.7289598092914389,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2006.0,1,1945.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-115847-01,2004,1.7411295468056076,300.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1950.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-115847-01,2006,1.8558181338804391,350.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1950.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-115847-01,2011,1.790335880924894,200.0,Germany,18.0,Retired,65.0,Male,2,2011.0,1,1950.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-115847-01,2013,1.8269026656007323,300.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2013.0,1,1950.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-122773-01,2004,1.790335880924894,20.0,Germany,8.0,Employed or self-employed (including working for family business),61.0,Female,2,2004.0,1,1943.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-125817-01,2004,1.7411295468056076,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1946.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-125817-01,2006,1.9326447339160653,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1946.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-128092-01,2004,1.790335880924894,0.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Female,1,2004.0,0,1948.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-131725-01,2004,1.6673892921414593,200.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1946.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE-131725-01,2015,1.76779683736117,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2015.0,1,1946.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
