mergeid,time,consumption_homefood,consumption_outhome,country,educ_year,job,exret,gender,hhsize,int_year,partnerinhh,yrbirth,gender_Female,gender_Male,job_Employed or self-employed (including working for family business),job_Homemaker,job_Permanently sick or disabled,job_Retired,job_Unemployed,country_Austria,country_Belgium,country_Denmark,country_France,country_Germany,country_Greece,country_Israel,country_Italy,country_Spain,country_Sweden,country_Switzerland,country_Austria,country_Belgium,country_Denmark,country_France,country_Germany,country_Greece,country_Israel,country_Italy,country_Spain,country_Sweden,country_Switzerland
Cg-607299-01,2013,1.868211689408678,121.84225853727264,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2013.0,0,1953.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-607299-01,2015,1.923089032385177,187.2834625244141,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2015.0,0,1953.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-607299-01,2017,1.8391262775154982,359.8092956542969,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2017.0,0,1953.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-617243-02,2004,1.8954931515983953,129.5504602082433,Switzerland,13.0,Employed or self-employed (including working for family business),60.0,Female,4,2004.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-624660-01,2004,1.8677182137567807,129.5504602082433,Switzerland,10.0,Employed or self-employed (including working for family business),64.0,Male,2,2004.0,1,1943.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-636134-01,2004,1.7855205053095444,64.77523010412165,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,1,2004.0,0,1954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-636134-01,2006,1.650088616380741,60.87538967802968,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,1,2007.0,0,1954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-636134-01,2011,1.7926727787390189,162.25864373752756,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,2,2011.0,0,1954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-636134-01,2013,1.7550188045891735,81.22817235818175,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,2,2013.0,1,1954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-636134-01,2015,1.8162754852637462,187.2834625244141,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,2,2015.0,1,1954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-636134-01,2017,1.7725042987056838,134.92848205566406,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,2,2017.0,1,1954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-642193-01,2004,1.7544661705650966,64.77523010412165,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,1,2004.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-642193-01,2006,1.7750520835470436,60.87538967802968,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2006.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-642193-01,2011,1.8225802445915171,40.56466093438189,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,1,2011.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-642193-01,2013,1.8227770138557176,40.61408617909088,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,1,2013.0,0,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-642193-01,2015,1.8454954188962664,0.0,Switzerland,10.0,Retired,60.0,Female,1,2015.0,0,1950.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-642193-01,2017,1.8097168750880888,44.97616195678711,Switzerland,10.0,Retired,60.0,Female,1,2017.0,0,1950.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-646210-01,2004,1.8823339916077406,97.16284515618248,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-649553-01,2004,1.9694390956302439,0.0,Switzerland,14.0,Employed or self-employed (including working for family business),58.0,Male,2,2004.0,1,1954.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-650763-01,2004,1.8326398333218519,129.5504602082433,Switzerland,14.0,Employed or self-employed (including working for family business),60.0,Female,1,2004.0,0,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-650763-01,2006,1.8861200517093508,121.75077935605935,Switzerland,14.0,Employed or self-employed (including working for family business),60.0,Female,1,2006.0,0,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-650763-01,2011,1.7037761175630604,81.12932186876378,Switzerland,14.0,Employed or self-employed (including working for family business),60.0,Female,1,2011.0,0,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-650763-01,2013,1.7928755211524101,81.22817235818175,Switzerland,14.0,Employed or self-employed (including working for family business),60.0,Female,1,2013.0,0,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-650763-01,2015,1.8454954188962664,0.0,Switzerland,14.0,Employed or self-employed (including working for family business),60.0,Female,1,2015.0,0,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-650763-01,2017,1.8391262775154982,134.92848205566406,Switzerland,14.0,Employed or self-employed (including working for family business),60.0,Female,1,2017.0,0,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-666132-01,2004,1.8222605942281862,194.3256903123649,Switzerland,13.0,Employed or self-employed (including working for family business),60.0,Female,2,2004.0,0,1951.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-666351-01,2004,1.7544661705650966,97.16284515618248,Switzerland,14.0,Employed or self-employed (including working for family business),61.0,Male,1,2004.0,0,1942.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-666351-01,2006,1.7250686565835387,36.525233806817816,Switzerland,14.0,Retired,61.0,Male,1,2006.0,0,1942.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-666351-01,2011,1.8471870169690816,121.6939828031457,Switzerland,14.0,Retired,61.0,Male,2,2011.0,1,1942.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-666351-01,2013,2.0901516817420154,649.825378865454,Switzerland,14.0,Retired,61.0,Male,2,2013.0,1,1942.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-666351-01,2015,1.8316569181219322,187.2834625244141,Switzerland,14.0,Retired,61.0,Male,2,2015.0,1,1942.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-666351-01,2017,1.8633341057190063,107.94278717041016,Switzerland,14.0,Retired,61.0,Male,2,2017.0,1,1942.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-667831-01,2004,1.8954931515983953,129.5504602082433,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2004.0,1,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-667831-01,2006,1.800841292958765,182.62616903408906,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2007.0,1,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-667831-01,2011,1.9019029593238337,162.25864373752756,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2011.0,1,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-667831-01,2013,1.916210212900147,243.68451707454525,Switzerland,10.0,Employed or self-employed (including working for family business),60.0,Female,2,2013.0,1,1953.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-667831-01,2015,1.9075702945741482,374.5669250488281,Switzerland,10.0,Retired,60.0,Female,2,2015.0,1,1953.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-667831-01,2017,1.9171968154352539,179.90464782714844,Switzerland,10.0,Retired,60.0,Female,2,2017.0,1,1953.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-675818-01,2004,2.032960227648621,161.93807526030412,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-675818-01,2006,1.9860758569082253,121.75077935605935,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,4,2007.0,1,1944.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-675818-01,2015,1.9806602158154412,46.82086563110352,Switzerland,17.0,Retired,65.0,Male,3,2015.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-675818-01,2017,1.975098556202889,71.96185302734375,Switzerland,17.0,Retired,65.0,Male,2,2017.0,1,1944.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-676696-01,2004,1.8677182137567807,129.5504602082433,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1947.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-679547-01,2004,1.8677182137567807,259.1009204164866,Switzerland,5.0,Employed or self-employed (including working for family business),64.0,Male,2,2004.0,1,1952.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-679547-01,2006,2.138989774672671,48.70031174242376,Switzerland,5.0,Employed or self-employed (including working for family business),64.0,Male,2,2006.0,1,1952.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-679547-01,2011,1.8680236610587957,81.12932186876378,Switzerland,5.0,Employed or self-employed (including working for family business),64.0,Male,2,2011.0,1,1952.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-679547-01,2013,1.8227770138557176,162.4563447163635,Switzerland,5.0,Employed or self-employed (including working for family business),64.0,Male,2,2013.0,1,1952.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-679547-01,2015,1.8162754852637462,93.64173126220705,Switzerland,5.0,Employed or self-employed (including working for family business),64.0,Male,2,2015.0,1,1952.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-679547-01,2017,1.9171968154352539,359.8092956542969,Switzerland,5.0,Employed or self-employed (including working for family business),64.0,Male,2,2017.0,1,1952.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-680138-01,2004,1.7544661705650966,32.387615052060816,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1939.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-680138-01,2006,1.800841292958765,30.43769483901484,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2006.0,0,1939.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-680138-01,2011,1.8225802445915171,0.0,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2011.0,0,1939.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-692052-01,2004,1.8677182137567807,32.387615052060816,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1941.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-692052-01,2015,1.8899318630207067,0.0,Switzerland,13.0,Retired,65.0,Male,2,2015.0,1,1941.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-693856-01,2004,1.8326398333218519,64.77523010412165,Switzerland,14.0,Employed or self-employed (including working for family business),63.0,Female,3,2004.0,1,1951.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-693856-01,2006,1.8226556493285866,152.1884741950742,Switzerland,14.0,Employed or self-employed (including working for family business),63.0,Female,3,2007.0,1,1951.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-693856-01,2013,1.7928755211524101,324.912689432727,Switzerland,14.0,Employed or self-employed (including working for family business),63.0,Female,2,2013.0,1,1951.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-693856-01,2015,1.8454954188962664,140.46260070800778,Switzerland,14.0,Retired,63.0,Female,2,2015.0,1,1951.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-693856-01,2017,1.8391262775154982,179.90464782714844,Switzerland,14.0,Retired,63.0,Female,2,2017.0,1,1951.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-696289-01,2004,1.8954931515983953,518.2018408329732,Switzerland,13.0,Employed or self-employed (including working for family business),63.0,Male,2,2004.0,1,1951.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-696289-01,2006,1.800841292958765,487.00311742423753,Switzerland,13.0,Employed or self-employed (including working for family business),63.0,Male,3,2007.0,1,1951.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-696289-01,2015,1.923089032385177,936.4172973632812,Switzerland,13.0,Retired,63.0,Male,2,2015.0,1,1951.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-699183-02,2004,1.8823339916077406,64.77523010412165,Switzerland,10.0,Employed or self-employed (including working for family business),63.0,Female,2,2004.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-701537-01,2004,1.715097558533878,129.5504602082433,Switzerland,10.0,Employed or self-employed (including working for family business),64.0,Female,1,2004.0,0,1942.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-701537-01,2006,1.7750520835470436,182.62616903408906,Switzerland,10.0,Retired,64.0,Female,1,2006.0,0,1942.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-701537-01,2013,1.7316599886376105,48.73690341490905,Switzerland,10.0,Retired,64.0,Female,1,2013.0,0,1942.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-708477-01,2004,1.7544661705650966,0.0,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1953.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-708477-01,2006,1.650088616380741,30.43769483901484,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1953.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-708477-01,2011,1.8680236610587957,40.56466093438189,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2011.0,1,1953.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-708477-01,2013,1.7928755211524101,81.22817235818175,Switzerland,10.0,Employed or self-employed (including working for family business),65.0,Male,2,2013.0,1,1953.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-711673-01,2004,1.7544661705650966,582.9770709370947,Switzerland,13.0,Employed or self-employed (including working for family business),62.0,Male,1,2004.0,0,1954.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-712172-01,2004,1.8326398333218519,129.5504602082433,Switzerland,17.0,Employed or self-employed (including working for family business),63.0,Female,1,2004.0,0,1948.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-712172-01,2006,1.858079851229807,48.70031174242376,Switzerland,17.0,Employed or self-employed (including working for family business),63.0,Female,1,2007.0,0,1948.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-712172-01,2011,1.8225802445915171,81.12932186876378,Switzerland,17.0,Homemaker,63.0,Female,1,2011.0,0,1948.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-712172-01,2013,1.7550188045891735,16.24563447163635,Switzerland,17.0,Retired,63.0,Female,1,2013.0,0,1948.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-712172-01,2015,1.8162754852637462,0.0,Switzerland,17.0,Retired,63.0,Female,1,2015.0,0,1948.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-717392-01,2004,1.7855205053095444,97.16284515618248,Switzerland,10.0,Employed or self-employed (including working for family business),56.0,Female,2,2004.0,1,1951.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-720022-01,2004,1.7544661705650966,647.7523010412165,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1943.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-720022-01,2006,1.650088616380741,243.50155871211877,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2007.0,0,1943.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-720022-01,2011,1.7926727787390189,811.2932186876378,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2011.0,1,1943.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-720022-01,2013,1.9608427209375783,406.1408617909088,Switzerland,13.0,Retired,65.0,Male,2,2013.0,1,1943.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-731263-01,2004,1.8677182137567807,129.5504602082433,Switzerland,14.0,Employed or self-employed (including working for family business),62.0,Male,1,2004.0,0,1947.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-731263-01,2006,1.743665769113398,91.31308451704453,Switzerland,14.0,Employed or self-employed (including working for family business),62.0,Male,1,2007.0,0,1947.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-735956-01,2004,1.8677182137567807,129.5504602082433,Switzerland,17.0,Employed or self-employed (including working for family business),62.0,Female,2,2004.0,1,1951.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-735956-01,2006,1.8226556493285866,121.75077935605935,Switzerland,17.0,Employed or self-employed (including working for family business),62.0,Female,2,2007.0,1,1951.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-735956-01,2013,1.9020847246761092,64.9825378865454,Switzerland,17.0,Retired,62.0,Female,2,2013.0,1,1951.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-745530-01,2004,1.8677182137567807,129.5504602082433,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-745530-01,2006,1.9194017694373688,304.3769483901484,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-745530-01,2011,1.8680236610587957,243.38796560629132,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2011.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-745530-01,2013,1.868211689408678,243.68451707454525,Switzerland,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2013.0,1,1949.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-745530-01,2015,1.923089032385177,93.64173126220705,Switzerland,17.0,Retired,65.0,Male,2,2015.0,1,1949.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-745530-01,2017,1.9015856450235227,89.95232391357422,Switzerland,17.0,Retired,65.0,Male,2,2017.0,1,1949.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-747962-01,2004,1.7544661705650966,518.2018408329732,Switzerland,10.0,Employed or self-employed (including working for family business),64.0,Female,2,2004.0,1,1945.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-747962-01,2006,1.7750520835470436,608.7538967802968,Switzerland,10.0,Employed or self-employed (including working for family business),64.0,Female,2,2006.0,1,1945.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-747962-01,2011,1.8225802445915171,202.82330467190945,Switzerland,10.0,Retired,64.0,Female,2,2011.0,1,1945.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-747962-01,2013,1.8227770138557176,162.4563447163635,Switzerland,10.0,Employed or self-employed (including working for family business),64.0,Female,2,2013.0,1,1945.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-753631-01,2004,1.8513086668871892,32.387615052060816,Switzerland,13.0,Employed or self-employed (including working for family business),65.0,Male,5,2004.0,1,1932.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-753631-01,2006,1.858079851229807,60.87538967802968,Switzerland,13.0,Retired,65.0,Male,3,2006.0,1,1932.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-754667-01,2004,1.811044548870729,64.77523010412165,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,4,2004.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-754667-01,2006,1.858079851229807,121.75077935605935,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,4,2006.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-754667-01,2011,1.8680236610587957,81.12932186876378,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,2,2011.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-754667-01,2015,1.8899318630207067,187.2834625244141,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,2,2015.0,1,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-754667-01,2017,1.8097168750880888,89.95232391357422,Switzerland,13.0,Retired,64.0,Female,2,2017.0,1,1950.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-756057-01,2004,1.7544661705650966,32.387615052060816,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,1,2004.0,0,1945.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cg-756057-01,2006,1.6144492774500585,12.17507793560594,Switzerland,13.0,Employed or self-employed (including working for family business),64.0,Female,1,2007.0,0,1945.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
