mergeid,time,co002e,co003e,country,educ_year,ep005_,ep106_1,gender,hhsize,int_year,partnerinhh,yrbirth
DE-452379-01,2004,900.0,150.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1951
DE-457396-01,2004,250.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1946
DE-457396-01,2006,300.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1946.0
DE-457396-01,2011,400.0,100.0,Germany,,Retired,,Female,2,2011.0,Yes,1946.0
DE-457396-01,2013,400.0,50.0,Germany,,Retired,,Female,2,2013,Yes,1946.0
DE-457396-01,2015,200.0,30.0,Germany,,Retired,,Female,1,2015,No,1946.0
DE-457396-01,2017,200.0,20.0,Germany,,Retired,,Female,1,2017,No,1946.0
DE-459000-02,2004,500.0,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1950
DE-459000-02,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1950.0
DE-459643-01,2004,160.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,3,2004,Yes,1952
DE-459643-01,2006,500.0,140.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1952.0
DE-462108-01,2004,200.0,0.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1950
DE-462108-01,2006,200.0,0.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1950.0
DE-462108-01,2011,200.0,30.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1950.0
DE-462108-01,2013,150.0,30.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1950.0
DE-462108-01,2015,200.0,20.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1950.0
DE-462108-01,2017,200.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2017,Yes,1950.0
DE-462433-01,2004,400.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1950
DE-462433-01,2006,400.0,50.0,Germany,,Unemployed,,Female,2,2007.0,Yes,1950.0
DE-462433-01,2011,250.0,0.0,Germany,,Retired,,Female,2,2011.0,Yes,1950.0
DE-462550-01,2004,200.0,150.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1949
DE-462550-01,2011,250.0,0.0,Germany,,Permanently sick or disabled,,Male,1,2011.0,No,1949.0
DE-462550-01,2013,,0.0,Germany,,Retired,,Male,1,2013,No,1949.0
DE-462550-01,2015,300.0,0.0,Germany,,Permanently sick or disabled,,Male,1,2015,No,1949.0
DE-462550-01,2017,100.0,0.0,Germany,,Retired,,Male,1,2017,No,1949.0
DE-464368-01,2004,150.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1944
DE-464368-01,2006,250.0,0.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2007.0,No,1944.0
DE-464368-01,2011,200.0,0.0,Germany,,Retired,,Female,1,2011.0,No,1944.0
DE-466420-01,2004,500.0,300.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1953
DE-472906-01,2004,500.0,20.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1948
DE-472906-01,2006,700.0,200.0,Germany,,Unemployed,,Female,2,2007.0,Yes,1948.0
DE-472906-01,2011,,,Germany,,Retired,,Female,2,2011.0,Yes,1948.0
DE-472906-01,2013,450.0,50.0,Germany,,Retired,,Female,2,2013,Yes,1948.0
DE-472906-01,2015,,,Germany,,Retired,,Female,2,2015,Yes,1948.0
DE-473596-01,2004,200.0,50.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1940
DE-473596-01,2006,150.0,80.0,Germany,,Retired,,Male,1,2007.0,No,1940.0
DE-473596-01,2011,300.0,80.0,Germany,,Retired,,Male,2,2011.0,Yes,1940.0
DE-473596-01,2013,350.0,1200.0,Germany,,Retired,,Male,2,2013,Yes,1940.0
DE-473596-01,2015,400.0,50.0,Germany,,Retired,,Male,2,2015,Yes,1940.0
DE-473596-01,2017,600.0,100.0,Germany,,Retired,,Male,2,2017,Yes,1940.0
DE-478825-01,2004,800.0,150.0,Germany,18.0,Employed or self-employed (including working for family business),62.0,Female,3,2004,No,1949
DE-478825-01,2006,,,Germany,,,,Female,1,2007.0,No,1949.0
DE-481543-01,2004,500.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1954
DE-484988-01,2004,450.0,30.0,Germany,17.0,Employed or self-employed (including working for family business),62.0,Female,2,2004,Yes,1952
DE-484988-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1952.0
DE-484988-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1952.0
DE-484988-01,2013,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1952.0
DE-484988-01,2015,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1952.0
DE-484988-01,2017,800.0,400.0,Germany,,Retired,,Female,2,2017,Yes,1952.0
DE-488023-02,2004,450.0,200.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1948
DE-497789-01,2004,170.0,50.0,Germany,16.0,Employed or self-employed (including working for family business),60.0,Female,1,2004,No,1949
DE-499758-02,2004,400.0,150.0,Germany,16.0,Employed or self-employed (including working for family business),63.0,Male,4,2004,Yes,1951
DE-502196-01,2004,1000.0,50.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1952
DE-502196-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1952.0
DE-502196-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1952.0
DE-502196-01,2013,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1952.0
DE-502196-01,2015,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2015,Yes,1952.0
DE-503614-01,2004,600.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,3,2004,Yes,1953
DE-503614-01,2006,600.0,0.0,Germany,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1953.0
DE-504110-01,2004,200.0,55.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,1,2004,No,1946
DE-504414-01,2004,200.0,70.0,Germany,13.0,Employed or self-employed (including working for family business),58.0,Male,2,2004,Yes,1950
DE-506548-01,2004,220.0,300.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1952
DE-508146-01,2004,280.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),62.0,Male,1,2004,No,1943
DE-508146-01,2006,,0.0,Germany,,Unemployed,,Male,1,2006.0,No,1943.0
DE-508146-01,2011,300.0,0.0,Germany,,Retired,,Male,1,2011.0,No,1943.0
DE-508146-01,2013,250.0,0.0,Germany,,Retired,,Male,1,2013,No,1943.0
DE-508146-01,2015,300.0,20.0,Germany,,Retired,,Male,1,2015,No,1943.0
DE-508146-01,2017,250.0,20.0,Germany,,Retired,,Male,1,2017,No,1943.0
DE-512500-01,2004,600.0,50.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1954
DE-512500-01,2006,600.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1954.0
DE-516473-01,2004,500.0,0.0,Germany,8.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1950
DE-517242-01,2004,500.0,,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,Yes,1946
DE-517242-01,2006,470.0,0.0,Germany,,Other,,Female,3,2006.0,Yes,1946.0
DE-517242-01,2011,400.0,6.0,Germany,,Homemaker,,Female,3,2011.0,Yes,1946.0
DE-519382-01,2004,450.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,4,2004,Yes,1952
DE-519382-01,2006,250.0,0.0,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1952.0
DE-519382-01,2011,300.0,0.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1952.0
DE-521189-01,2004,600.0,750.0,Germany,16.5,Employed or self-employed (including working for family business),63.0,Female,3,2004,Yes,1950
DE-521189-01,2006,300.0,150.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1950.0
DE-521189-01,2011,600.0,200.0,Germany,,Retired,,Female,2,2011.0,Yes,1950.0
DE-521189-01,2013,,,Germany,,Other,,Female,2,2013,Yes,1950.0
DE-521189-01,2015,,,Germany,,Retired,,Female,2,2015,Yes,1950.0
DE-528957-01,2004,400.0,150.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1946
DE-529394-01,2004,600.0,200.0,Germany,17.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1949
DE-529394-01,2006,500.0,250.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1949.0
DE-529394-01,2011,500.0,500.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1949.0
DE-529394-01,2013,600.0,200.0,Germany,,Retired,,Male,2,2013,Yes,1949.0
DE-529394-01,2015,300.0,150.0,Germany,,Retired,,Male,2,2015,Yes,1949.0
DE-529394-01,2017,650.0,250.0,Germany,,Retired,,Male,2,2017,Yes,1949.0
DE-529760-01,2004,350.0,210.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1953
DE-529819-01,2004,300.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1946
DE-529819-01,2006,750.0,50.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1946.0
DE-529819-01,2011,400.0,0.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2012.0,Yes,1946.0
DE-530183-01,2004,300.0,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1954
DE-530205-01,2004,400.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),63.0,Female,3,2004,Yes,1951
DE-530205-01,2006,500.0,70.0,Germany,,Employed or self-employed (including working for family business),,Female,3,2006.0,Yes,1951.0
DE-530205-01,2011,250.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2011.0,No,1951.0
DE-530205-01,2013,200.0,70.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,No,1951.0
DE-530205-01,2015,100.0,100.0,Germany,,Other,,Female,1,2015,No,1951.0
DE-530205-01,2017,140.0,50.0,Germany,,Retired,,Female,1,2017,No,1951.0
DE-535751-01,2004,400.0,40.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,1,2004,No,1950
DE-536946-01,2004,1500.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,4,2004,Yes,1953
DE-536946-01,2006,,50.0,Germany,,Employed or self-employed (including working for family business),,Male,4,2007.0,Yes,1953.0
DE-536946-01,2011,700.0,20.0,Germany,,Unemployed,,Male,3,2011.0,Yes,1953.0
DE-536946-01,2013,800.0,55.0,Germany,,Other,,Male,3,2013,Yes,1953.0
DE-536946-01,2015,,40.0,Germany,,Retired,,Male,3,2015,Yes,1953.0
DE-536946-01,2017,600.0,50.0,Germany,,Retired,,Male,2,2017,Yes,1953.0
DE-538305-01,2004,400.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1948
DE-538846-01,2004,200.0,100.0,Germany,8.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1953
DE-538846-01,2006,200.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2007.0,No,1953.0
DE-538846-01,2011,200.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1953.0
DE-538846-01,2013,300.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2013,No,1953.0
DE-538846-01,2015,300.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2015,No,1953.0
DE-538846-01,2017,200.0,100.0,Germany,,Retired,,Female,1,2017,No,1953.0
DE-543995-01,2004,200.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,Yes,1950
DE-544893-01,2004,270.0,200.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1953
DE-545730-01,2004,600.0,200.0,Germany,18.0,Employed or self-employed (including working for family business),60.0,Female,4,2004,Yes,1952
DE-545730-01,2006,500.0,500.0,Germany,,Employed or self-employed (including working for family business),,Female,5,2006.0,Yes,1952.0
DE-545730-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Female,2,2012.0,Yes,1952.0
DE-549635-01,2004,400.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1949
DE-549635-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,3,2006.0,Yes,1949.0
DE-549635-01,2011,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1949.0
DE-550675-01,2004,550.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1940
DE-550675-01,2006,500.0,100.0,Germany,,Retired,,Male,2,2007.0,No,1940.0
DE-550675-01,2011,300.0,50.0,Germany,,Retired,,Male,2,2011.0,No,1940.0
DE-551145-01,2004,300.0,10.0,Germany,16.5,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1941
DE-551145-01,2006,200.0,20.0,Germany,,Retired,,Male,1,2006.0,No,1941.0
DE-554979-02,2004,700.0,300.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,3,2004,Yes,1947
DE-556343-02,2004,600.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1954
DE-556343-02,2006,500.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1954.0
DE-556343-02,2011,600.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2011.0,No,1954.0
DE-556343-02,2013,200.0,10.0,Germany,,Unemployed,,Female,1,2013,No,1954.0
DE-556343-02,2015,200.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2015,No,1954.0
DE-556343-02,2017,250.0,50.0,Germany,,Retired,,Female,1,2017,No,1954.0
DE-557700-01,2004,280.0,50.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1942
DE-557700-01,2006,250.0,20.0,Germany,,Retired,,Male,1,2006.0,No,1942.0
DE-557700-01,2011,150.0,15.0,Germany,,Retired,,Male,1,2011.0,No,1942.0
DE-557700-01,2013,150.0,10.0,Germany,,Retired,,Male,1,2013,No,1942.0
DE-557700-01,2015,100.0,25.0,Germany,,Retired,,Male,1,2015,No,1942.0
DE-557700-01,2017,150.0,30.0,Germany,,Retired,,Male,1,2017,No,1942.0
DE-558297-01,2004,250.0,0.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1950
DE-558297-01,2006,200.0,20.0,Germany,,Employed or self-employed (including working for family business),,Male,1,2007.0,No,1950.0
DE-558297-01,2011,250.0,20.0,Germany,,Retired,,Male,1,2011.0,No,1950.0
DE-558297-01,2013,200.0,10.0,Germany,,Retired,,Male,1,2013,No,1950.0
DE-558297-01,2015,250.0,250.0,Germany,,Retired,,Male,1,2015,No,1950.0
DE-558297-01,2017,300.0,50.0,Germany,,Retired,,Male,1,2017,No,1950.0
DE-558350-02,2004,350.0,,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1939
DE-558350-02,2006,,,Germany,,Retired,,Female,2,2007.0,Yes,1939.0
DE-562012-01,2004,250.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1949
DE-562012-01,2006,300.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1949.0
DE-564122-01,2004,300.0,300.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1952
DE-564122-01,2006,,1440.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1952.0
DE-564496-01,2004,500.0,120.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1953
DE-564496-01,2006,800.0,150.0,Germany,,Unemployed,,Male,3,2007.0,Yes,1953.0
DE-564496-01,2011,400.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2012.0,No,1953.0
DE-570574-01,2004,300.0,0.0,Germany,8.0,Employed or self-employed (including working for family business),63.0,Female,1,2004,No,1948
DE-570574-01,2006,250.0,0.0,Germany,,Unemployed,,Female,1,2006.0,No,1948.0
DE-570574-01,2011,200.0,0.0,Germany,,Retired,,Female,1,2011.0,No,1948.0
DE-570574-01,2013,200.0,20.0,Germany,,Retired,,Female,1,2013,No,1948.0
DE-570574-01,2015,200.0,10.0,Germany,,Retired,,Female,1,2015,No,1948.0
DE-570574-01,2017,200.0,100.0,Germany,,Retired,,Female,1,2017,No,1948.0
DE-572747-01,2004,900.0,20.0,Germany,13.0,Employed or self-employed (including working for family business),Don't know,Female,4,2004,Yes,1945
DE-572747-01,2006,,,Germany,,Unemployed,,Female,2,2007.0,Yes,1945.0
DE-572747-01,2011,,,Germany,,Retired,,Female,7,2011.0,Yes,1945.0
DE-580010-01,2004,280.0,230.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1953
DE-580983-01,2004,300.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1951
DE-580983-01,2006,300.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1951.0
DE-582036-01,2004,300.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1948
DE-582036-01,2006,300.0,50.0,Germany,,Homemaker,,Female,2,2007.0,Yes,1948.0
DE-582036-01,2011,300.0,20.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1948.0
DE-582036-01,2013,200.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2013,No,1948.0
DE-582036-01,2015,400.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2015,No,1948.0
DE-582036-01,2017,600.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2017,No,1948.0
DE-585295-01,2004,150.0,120.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1948
DE-585295-01,2011,300.0,30.0,Germany,,Retired,,Male,2,2011.0,Yes,1948.0
DE-585295-01,2013,,,Germany,,Retired,,Male,2,2013,Yes,1948.0
DE-585295-01,2015,420.0,50.0,Germany,,Retired,,Male,2,2015,Yes,1948.0
DE-585295-01,2017,,80.0,Germany,,Retired,,Male,2,2017,Yes,1948.0
DE-586596-02,2004,250.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1949
DE-586596-02,2006,1000.0,200.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1949.0
DE-586596-02,2011,400.0,70.0,Germany,,Retired,,Female,2,2011.0,Yes,1949.0
DE-586596-02,2013,400.0,150.0,Germany,,Retired,,Female,2,2013,Yes,1949.0
DE-592644-01,2004,200.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1948
DE-594331-01,2004,800.0,100.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1951
DE-594331-01,2006,400.0,50.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1951.0
DE-595209-02,2004,600.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,3,2004,Yes,1954
DE-595209-02,2006,250.0,100.0,Germany,,Employed or self-employed (including working for family business),,Female,2,2007.0,No,1954.0
DE-595209-02,2013,350.0,50.0,Germany,,Employed or self-employed (including working for family business),,Female,1,2013,No,1954.0
DE-597357-01,2004,300.0,100.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1949
DE-609889-01,2004,500.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,3,2004,Yes,1945
DE-609889-01,2006,300.0,50.0,Germany,,Retired,,Female,4,2007.0,Yes,1945.0
DE-614478-02,2004,500.0,300.0,Germany,18.0,Employed or self-employed (including working for family business),67.0,Male,3,2004,Yes,1950
DE-614478-02,2006,,500.0,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1950.0
DE-614478-02,2011,350.0,400.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1950.0
DE-614478-02,2013,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1950.0
DE-614478-02,2015,600.0,400.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2015,Yes,1950.0
DE-614478-02,2017,,,Germany,,Retired,,Male,2,2017,Yes,1950.0
DE-617381-01,2004,600.0,50.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,4,2004,Yes,1954
DE-618136-01,2004,350.0,250.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1952
DE-618828-01,2004,1000.0,150.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1952
DE-618828-01,2006,1000.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,3,2007.0,Yes,1952.0
DE-620908-01,2004,500.0,80.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1952
DE-622329-01,2004,300.0,1.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1949
DE-622329-01,2006,,0.0,Germany,,Unemployed,,Female,1,2007.0,No,1949.0
DE-622329-01,2011,350.0,0.0,Germany,,Permanently sick or disabled,,Female,1,2011.0,No,1949.0
DE-622329-01,2013,400.0,0.0,Germany,,Other,,Female,1,2013,No,1949.0
DE-622329-01,2017,180.0,0.0,Germany,,Retired,,Female,1,2017,No,1949.0
DE-622868-01,2004,300.0,20.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1949
DE-622868-01,2006,800.0,200.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1949.0
DE-622868-01,2011,300.0,10.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1949.0
DE-622868-01,2013,400.0,50.0,Germany,,Retired,,Male,2,2013,Yes,1949.0
DE-622868-01,2015,300.0,40.0,Germany,,Retired,,Male,2,2015,Yes,1949.0
DE-622868-01,2017,300.0,100.0,Germany,,Retired,,Male,2,2017,Yes,1949.0
DE-623215-01,2004,400.0,400.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1942
DE-625788-01,2004,800.0,100.0,Germany,18.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1944
DE-625788-01,2006,1000.0,100.0,Germany,,Retired,,Female,2,2006.0,Yes,1944.0
DE-627717-01,2004,200.0,350.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1948
DE-627717-01,2006,,,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1948.0
DE-627717-01,2011,500.0,150.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1948.0
DE-627717-01,2013,500.0,200.0,Germany,,Retired,,Male,2,2013,Yes,1948.0
DE-627717-01,2015,,,Germany,,Retired,,Male,2,2015,Yes,1948.0
DE-627717-01,2017,,,Germany,,Retired,,Male,2,2017,Yes,1948.0
DE-635855-01,2004,800.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1951
DE-635855-01,2006,500.0,30.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1951.0
DE-637579-01,2004,250.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1943
DE-638675-01,2004,200.0,300.0,Germany,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1942
DE-638675-01,2006,250.0,150.0,Germany,,Employed or self-employed (including working for family business),,Male,1,2007.0,No,1942.0
DE-638675-01,2011,400.0,100.0,Germany,,Retired,,Male,1,2011.0,No,1942.0
DE-638675-01,2013,500.0,50.0,Germany,,Retired,,Male,1,2013,No,1942.0
DE-638675-01,2015,450.0,50.0,Germany,,Retired,,Male,1,2015,No,1942.0
DE-638675-01,2017,500.0,50.0,Germany,,Retired,,Male,1,2017,No,1942.0
DE-646753-01,2004,1400.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1950
DE-646753-01,2006,750.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,4,2007.0,Yes,1950.0
DE-647291-01,2004,300.0,15.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,3,2004,Yes,1942
DE-647291-01,2006,500.0,30.0,Germany,,Retired,,Male,3,2007.0,Yes,1942.0
DE-647790-01,2004,300.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),62.0,Female,2,2004,Yes,1954
DE-651974-01,2004,220.0,150.0,Germany,18.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1944
DE-656263-01,2004,400.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1952
DE-656263-01,2006,250.0,120.0,Germany,,Employed or self-employed (including working for family business),,Male,1,2007.0,No,1952.0
DE-656263-01,2011,300.0,100.0,Germany,,Employed or self-employed (including working for family business),,Male,1,2011.0,No,1952.0
DE-656263-01,2013,300.0,0.0,Germany,,Employed or self-employed (including working for family business),,Male,1,2013,No,1952.0
DE-656263-01,2015,150.0,0.0,Germany,,Employed or self-employed (including working for family business),,Male,1,2015,No,1952.0
DE-656263-01,2017,300.0,0.0,Germany,,Retired,,Male,1,2017,No,1952.0
DE-657080-01,2004,280.0,200.0,Germany,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1953
DE-661819-01,2004,800.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1946
DE-661819-01,2006,600.0,150.0,Germany,,Retired,,Female,2,2006.0,Yes,1946.0
DE-661819-01,2011,600.0,50.0,Germany,,Retired,,Female,2,2011.0,Yes,1946.0
DE-661819-01,2013,700.0,150.0,Germany,,Retired,,Female,2,2013,Yes,1946.0
DE-661819-01,2015,700.0,100.0,Germany,,Retired,,Female,2,2015,Yes,1946.0
DE-661819-01,2017,500.0,100.0,Germany,,Retired,,Female,2,2017,Yes,1946.0
DE-662479-01,2004,200.0,100.0,Germany,13.0,Employed or self-employed (including working for family business),63.0,Female,1,2004,No,1952
DE-662688-01,2004,300.0,100.0,Germany,18.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1949
DE-662688-01,2006,,50.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1949.0
DE-662688-01,2011,400.0,50.0,Germany,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1949.0
DE-662688-01,2013,400.0,150.0,Germany,,Retired,,Male,2,2013,Yes,1949.0
DE-662688-01,2015,,,Germany,,Retired,,Male,2,2015,Yes,1949.0
DE-662688-01,2017,300.0,200.0,Germany,,Retired,,Male,2,2017,Yes,1949.0
DE-666361-01,2004,400.0,50.0,Germany,13.0,Employed or self-employed (including working for family business),60.0,Female,2,2004,Yes,1947
DE-666361-01,2006,400.0,50.0,Germany,,Unemployed,,Female,2,2007.0,Yes,1947.0
DE-666361-01,2011,280.0,40.0,Germany,,Retired,,Female,2,2011.0,Yes,1947.0
